Season,Rank,Team,Record,Rating,v 1-10,v 11-25,v 26-40,Hi,Lo,Last
2014-15,77,"Syracuse",3-9,-4.9,0-0,0-2,0-3,59,103,79
2014-15,78,"Air Force",10-3,-5.0,0-0,0-0,1-0,76,110,80
2014-15,79,"Arkansas St",7-6,-5.3,0-0,0-0,0-2,67,96,75
2014-15,80,"Indiana",4-8,-5.5,0-2,0-0,1-0,58,84,82
2014-15,81,"Louisiana",9-4,-5.6,0-1,0-0,0-1,54,101,84
2014-15,82,"W Michigan",8-5,-5.8,0-0,0-0,0-0,71,121,78
2014-15,83,"Rice",8-5,-5.9,0-0,0-1,0-2,73,102,86
2014-15,84,"Illinois",6-7,-6.2,0-1,0-1,0-2,72,96,81
2014-15,85,"UAB",6-6,-6.3,0-1,0-1,0-1,73,123,83
2014-15,86,"Iowa St",2-10,-8.2,0-2,0-2,0-1,51,114,87
2014-15,87,"Fresno St",6-8,-8.4,0-0,0-1,0-4,65,98,85
2014-15,88,"App State",7-5,-8.7,0-0,0-0,0-0,86,118,88
2014-15,89,"Middle Tenn",6-6,-8.8,0-0,0-0,0-3,61,106,89
2014-15,90,"Purdue",3-9,-9.1,0-1,0-1,0-2,83,116,90
2014-15,91,"C Michigan",7-6,-10.0,0-0,0-0,0-0,86,116,94
2014-15,92,"Texas St",7-5,-10.3,0-0,0-0,0-0,59,119,91
2014-15,93,"Kansas",3-9,-10.5,0-2,0-2,0-2,90,116,92
2014-15,94,"UTEP",7-6,-10.6,0-0,0-1,0-0,93,118,93
2014-15,95,"Vanderbilt",3-9,-11.0,0-2,0-2,0-3,59,113,95
2014-15,96,"Bowling Green",8-6,-11.5,0-0,0-1,0-0,63,98,98
2014-15,97,"Wake Forest",3-9,-11.5,0-0,0-2,0-2,89,105,97
2014-15,98,"S Alabama",6-7,-11.9,0-0,0-1,0-1,76,108,96
2014-15,99,"Ball St",5-7,-12.1,0-0,0-0,0-0,84,108,99
2014-15,100,"Hawai'i",4-9,-12.6,0-0,0-0,0-1,72,107,100
2014-15,101,"UL Monroe",4-8,-12.7,0-0,0-2,0-0,87,118,101
2014-15,102,"S Florida",4-8,-12.8,0-0,0-1,0-1,81,110,102
2014-15,103,"Florida Atlantic",3-9,-13.0,0-1,0-0,0-2,88,116,103
2014-15,104,"UTSA",4-8,-13.1,0-0,0-1,0-0,33,106,104
2014-15,105,"Old Dominion",6-6,-13.2,0-0,0-0,0-1,89,116,107
2014-15,106,"N Texas",4-8,-13.2,0-0,0-0,0-0,74,108,106
2014-15,107,"Akron",5-7,-13.4,0-0,0-0,0-1,78,115,108
2014-15,108,"San Jose St",3-9,-13.8,0-1,0-0,0-0,74,108,105
2014-15,109,"Tulane",3-9,-13.9,0-0,0-1,0-2,88,116,109
2014-15,110,"Florida Intl",4-8,-14.0,0-0,0-0,0-2,100,126,111
2014-15,111,"Buffalo",5-6,-14.0,0-1,0-0,0-0,92,118,110
2014-15,112,"Wyoming",4-8,-14.4,0-2,0-0,0-1,97,119,112
2014-15,113,"Ohio",6-6,-14.7,0-0,0-0,0-1,85,117,114
2014-15,114,"New Mexico",4-8,-14.8,0-0,0-1,0-1,108,120,113
2014-15,115,"Tulsa",2-10,-16.0,0-0,0-1,0-1,76,117,115
2014-15,116,"Army",4-8,-17.5,0-0,0-1,0-0,97,121,116
2014-15,117,"UMass",3-9,-17.8,0-0,0-0,0-0,113,126,118
2014-15,118,"Kent St",2-9,-18.0,0-1,0-0,0-0,83,122,119
2014-15,119,"UConn",2-10,-18.0,0-0,0-0,0-3,84,119,117
2014-15,120,"Miami OH",2-10,-19.0,0-0,0-0,0-1,117,126,120
2014-15,121,"Southern Miss",3-9,-19.3,0-1,0-1,0-1,115,126,121
2014-15,122,"UNLV",2-11,-20.1,0-0,0-1,0-1,104,123,122
2014-15,123,"Idaho",1-10,-22.2,0-0,0-0,0-0,112,125,123
2014-15,124,"Troy",3-9,-22.5,0-1,0-0,0-1,112,128,124
2014-15,125,"SMU",1-11,-24.6,0-2,0-1,0-1,78,127,125
2014-15,126,"New Mexico St",2-10,-26.8,0-0,0-1,0-0,122,128,126
2014-15,127,"Georgia St",1-11,-28.4,0-0,0-1,0-1,124,128,127
2014-15,128,"E Michigan",2-10,-31.3,0-1,0-1,0-0,125,128,128
2015-16,1,"Alabama",14-1,26.5,2-1,6-0,3-0,1,3,2
2015-16,2,"Oklahoma",11-2,24.6,3-1,1-0,1-0,1,15,1
2015-16,3,"Ohio St",12-1,22.3,1-0,1-1,0-0,1,11,3
2015-16,4,"Clemson",14-1,21.6,2-1,2-0,2-0,2,21,4
2015-16,5,"Mississippi",10-3,20.1,1-0,2-1,3-2,1,19,7
2015-16,6,"Baylor",10-3,19.7,0-2,2-0,1-0,1,11,5
2015-16,7,"Stanford",12-2,19.3,1-0,4-0,2-1,6,28,6
2015-16,8,"TCU",11-2,16.9,1-1,1-0,1-1,3,11,8
2015-16,9,"Tennessee",9-4,16.8,0-2,1-1,0-1,9,24,14
2015-16,10,"Notre Dame",10-3,16.4,0-3,1-0,2-0,5,16,9
2015-16,11,"LSU",9-3,16.0,0-2,1-1,4-0,7,19,16
2015-16,12,"Michigan",10-3,16.0,0-1,0-2,2-0,5,37,15
2015-16,13,"USC",8-6,15.8,0-3,2-2,1-1,3,13,12
2015-16,14,"North Carolina",11-3,15.3,0-2,0-0,1-0,11,43,11
2015-16,15,"Mississippi St",9-4,15.0,0-2,1-1,1-1,15,24,18
2015-16,16,"Florida St",10-3,14.8,0-1,0-0,2-2,10,21,10
2015-16,17,"Arkansas",8-5,14.2,2-1,1-1,1-2,11,38,20
2015-16,18,"Michigan St",12-2,13.6,1-1,1-0,2-0,7,35,13
2015-16,19,"Washington",7-6,13.3,0-1,1-2,0-2,18,51,21
2015-16,20,"Utah",10-3,12.4,0-0,2-2,3-0,9,32,23
2015-16,21,"West Virginia",8-5,12.2,0-3,0-0,0-1,11,27,19
2015-16,22,"Wisconsin",10-3,11.8,0-1,1-0,0-1,12,27,24
2015-16,23,"Boise St",9-4,11.5,0-0,1-0,0-1,8,37,36
2015-16,24,"UCLA",8-5,11.5,0-1,1-1,2-0,8,27,22
2015-16,25,"Georgia",10-3,11.4,0-2,0-0,2-1,4,28,27
2015-16,26,"Oklahoma St",10-3,11.1,1-3,1-0,0-0,11,41,17
2015-16,27,"Oregon",9-4,11.0,1-1,2-2,1-0,5,59,26
2015-16,28,"Houston",13-1,10.9,0-0,1-0,3-0,22,75,30
2015-16,29,"California",8-5,10.8,0-1,1-3,0-1,21,45,31
2015-16,30,"Texas A&M",8-5,10.4,0-2,2-1,0-2,8,34,29
2015-16,31,"Florida",10-4,9.9,2-1,1-3,0-0,13,36,25
2015-16,32,"W Kentucky",12-2,9.8,0-0,0-1,0-0,31,70,33
2015-16,33,"BYU",9-4,8.9,0-0,1-3,0-0,22,46,35
2015-16,34,"Navy",11-2,8.7,0-1,0-0,1-1,26,66,39
2015-16,35,"Iowa",12-2,8.6,0-1,1-1,0-0,28,69,28
2015-16,36,"Auburn",7-6,8.4,0-2,0-4,3-0,8,58,47
2015-16,37,"Georgia Tech",3-9,8.0,0-2,1-2,0-0,5,38,37
2015-16,38,"Memphis",9-4,7.8,1-0,0-0,0-3,31,60,32
2015-16,39,"Louisville",8-5,7.2,0-1,0-1,1-2,39,56,45
2015-16,40,"Toledo",10-2,7.2,0-0,1-0,0-0,38,71,43
2015-16,41,"Nebraska",6-7,7.2,0-0,2-1,0-2,26,44,44
2015-16,42,"Virginia Tech",7-6,7.1,0-1,0-1,1-0,24,42,38
2015-16,43,"Arizona St",6-7,6.9,0-0,2-3,0-3,25,64,46
2015-16,44,"Bowling Green",10-4,6.8,0-1,0-0,0-2,33,102,34
2015-16,45,"NC State",7-6,6.6,0-1,0-3,0-1,30,55,40
2015-16,46,"Pittsburgh",8-5,5.9,0-1,0-1,2-2,39,64,41
2015-16,47,"San Diego St",11-3,5.4,0-0,0-0,0-1,47,101,58
2015-16,48,"Texas Tech",7-6,5.1,0-3,1-2,0-1,29,63,42
2015-16,49,"Temple",10-4,4.8,0-1,0-0,1-2,38,54,48
2015-16,50,"Washington St",9-4,4.8,0-1,1-1,1-1,49,102,53
2015-16,51,"S Florida",8-5,4.1,0-0,0-1,0-3,49,109,49
2015-16,52,"Miami",8-5,3.9,0-1,0-2,1-0,22,61,50
2015-16,53,"App State",11-2,3.8,0-1,0-0,0-0,35,75,54
2015-16,54,"Penn St",7-6,3.7,0-1,0-3,0-0,42,60,55
2015-16,55,"Duke",8-5,3.6,0-0,0-1,1-0,27,56,52
2015-16,56,"Texas",5-7,3.5,2-2,0-1,0-2,33,70,51
2015-16,57,"Georgia So",9-4,3.1,0-0,0-2,0-0,54,94,69
2015-16,58,"Arizona",7-6,3.0,0-1,1-3,0-0,25,65,59
2015-16,59,"W Michigan",8-5,2.8,0-1,0-1,1-0,59,95,60
2015-16,60,"Missouri",5-7,2.3,0-1,0-3,1-1,22,64,61
2015-16,61,"Kansas St",6-7,2.2,0-3,1-1,0-1,28,63,57
2015-16,62,"Southern Miss",9-5,2.0,0-0,0-2,0-1,61,105,64
2015-16,63,"Northwestern",10-3,2.0,1-1,1-1,0-1,31,64,56
2015-16,64,"Air Force",8-6,1.8,0-0,1-1,0-2,53,82,62
2015-16,65,"Louisiana Tech",9-4,1.5,0-0,0-1,0-1,46,70,70
2015-16,66,"Marshall",10-3,1.2,0-0,0-0,0-1,44,74,65
2015-16,67,"Minnesota",6-7,0.8,0-2,0-2,0-1,39,77,68
2015-16,68,"Boston College",3-9,0.7,0-2,0-1,0-1,47,73,66
2015-16,69,"Utah St",6-7,-0.2,0-0,1-2,0-1,39,89,71
2015-16,70,"South Carolina",3-9,-0.2,0-2,1-2,0-2,35,77,75
2015-16,71,"Indiana",6-7,-0.4,0-1,0-2,1-1,61,93,72
2015-16,72,"Cincinnati",7-6,-0.4,0-0,0-0,0-3,51,73,63
2015-16,73,"Illinois",5-7,-0.8,0-1,0-2,0-1,44,84,74
2015-16,74,"Vanderbilt",4-8,-0.8,0-2,0-1,0-4,56,78,78
2015-16,75,"Middle Tenn",7-6,-1.2,0-1,0-0,0-1,40,90,76
2015-16,76,"N Illinois",8-6,-1.4,0-1,0-1,1-0,57,80,67
2015-16,77,"Arkansas St",9-4,-1.5,0-0,0-1,0-1,73,95,73
2015-16,78,"Virginia",4-8,-1.5,0-1,0-3,1-1,62,93,79
2015-16,79,"E Carolina",5-7,-1.5,0-0,0-0,0-3,64,90,77
2015-16,80,"Syracuse",4-8,-1.6,0-1,0-2,0-1,56,81,80
2015-16,81,"Iowa St",3-9,-2.3,0-3,0-1,0-3,62,88,81
2015-16,82,"Kentucky",5-7,-2.5,0-1,0-2,0-3,49,83,83
2015-16,83,"C Michigan",7-6,-2.9,0-0,0-1,0-2,68,100,82
2015-16,84,"Colorado",4-9,-3.4,0-1,0-3,0-1,68,85,84
2015-16,85,"Maryland",3-9,-4.5,0-1,0-4,0-1,73,99,85
2015-16,86,"Wake Forest",3-9,-4.5,0-2,0-2,0-1,77,90,86
2015-16,87,"Colorado St",7-6,-6.2,0-0,0-1,0-0,66,90,87
2015-16,88,"San Jose St",6-7,-6.4,0-0,0-1,0-2,88,105,92
2015-16,89,"Ohio",8-5,-6.5,0-0,0-0,0-0,72,99,88
2015-16,90,"Tulsa",6-7,-6.6,0-1,0-0,0-3,72,98,90
2015-16,91,"Akron",8-5,-6.9,0-1,0-0,0-0,79,105,89
2015-16,92,"UConn",6-7,-7.3,0-0,0-0,1-2,88,121,91
2015-16,93,"Rutgers",4-8,-7.6,0-1,0-3,0-0,60,94,93
2015-16,94,"New Mexico",7-6,-8.0,0-0,1-0,0-0,70,105,95
2015-16,95,"Purdue",2-10,-8.4,0-0,0-2,0-1,76,103,94
2015-16,96,"Nevada",7-6,-9.0,0-0,0-0,0-1,91,104,96
2015-16,97,"Troy",4-8,-10.0,0-0,0-2,0-0,93,122,97
2015-16,98,"Oregon St",2-10,-11.0,0-1,0-4,0-2,78,99,99
2015-16,99,"Buffalo",5-7,-11.4,0-0,0-0,0-0,83,113,98
2015-16,100,"UNLV",3-9,-13.2,0-0,0-3,0-0,91,127,102
2015-16,101,"Georgia St",6-7,-13.4,0-0,0-0,0-1,100,126,100
2015-16,102,"Florida Atlantic",3-9,-13.9,0-0,0-0,0-2,100,115,101
2015-16,103,"Florida Intl",5-7,-14.7,0-0,0-0,0-1,85,104,103
2015-16,104,"Louisiana",4-8,-15.4,0-0,0-0,0-0,78,106,106
2015-16,105,"UMass",3-9,-15.6,0-1,0-0,0-1,104,119,104
2015-16,106,"Ball St",3-9,-15.9,0-0,0-0,0-2,89,106,105
2015-16,107,"Army",2-10,-16.0,0-0,0-0,0-1,106,127,107
2015-16,108,"Fresno St",3-9,-17.1,0-1,0-1,0-1,93,117,108
2015-16,109,"Rice",5-7,-17.7,0-1,0-0,0-1,71,112,109
2015-16,110,"SMU",2-10,-18.0,0-2,0-0,0-3,103,115,110
2015-16,111,"Kent St",3-9,-18.5,0-0,0-0,0-1,104,122,111
2015-16,112,"S Alabama",5-7,-18.8,0-0,0-0,0-0,112,123,113
2015-16,113,"Wyoming",2-10,-19.1,0-0,0-1,0-0,113,128,114
2015-16,114,"UTSA",3-9,-19.2,0-0,0-0,0-1,105,119,112
2015-16,115,"Idaho",4-8,-19.4,0-0,0-1,0-1,113,126,115
2015-16,116,"Tulane",3-9,-20.1,0-0,0-0,0-4,109,122,116
2015-16,117,"Hawai'i",3-10,-20.4,0-1,0-2,0-0,89,119,118
2015-16,118,"Texas St",3-9,-20.7,0-0,0-1,0-1,107,120,117
2015-16,119,"Old Dominion",5-7,-21.3,0-0,0-0,0-1,110,123,119
2015-16,120,"UTEP",5-7,-21.5,0-0,0-1,0-0,108,126,121
2015-16,121,"Miami OH",3-9,-21.6,0-0,0-1,0-1,117,126,120
2015-16,122,"UL Monroe",2-11,-21.6,0-1,0-1,0-0,93,124,122
2015-16,123,"UCF",0-12,-22.2,0-1,0-0,0-1,61,124,124
2015-16,124,"Kansas",0-12,-22.9,0-3,0-1,0-2,100,124,123
2015-16,125,"New Mexico St",3-9,-23.4,0-1,0-0,0-1,123,128,125
2015-16,126,"E Michigan",1-11,-24.2,0-0,0-1,0-1,117,128,126
2015-16,127,"N Texas",1-11,-25.9,0-1,0-0,0-2,103,128,127
2015-16,128,"Charlotte",2-10,-27.9,0-0,0-0,0-0,113,128,128
2016-17,1,"Alabama",14-1,31.5,2-1,6-0,1-0,1,3,1
2016-17,2,"Ohio St",11-2,27.9,3-1,0-1,0-0,1,6,2
2016-17,3,"Michigan",10-3,27.0,1-2,2-0,0-1,1,10,3
2016-17,4,"Clemson",14-1,26.6,4-0,2-0,1-1,2,7,5
2016-17,5,"Washington",12-2,23.6,0-1,3-1,1-0,4,12,4
2016-17,6,"Oklahoma",11-2,19.7,0-1,3-0,2-1,3,17,7
2016-17,7,"Louisville",9-4,19.0,1-2,0-0,1-1,3,16,6
2016-17,8,"LSU",8-4,18.9,1-2,1-2,1-0,5,24,8
2016-17,9,"Florida St",10-3,17.2,1-2,2-0,3-1,4,16,12
2016-17,10,"Wisconsin",11-3,16.3,1-2,1-1,1-0,8,26,10
2016-17,11,"Auburn",8-5,16.3,1-3,0-1,1-0,7,30,9
2016-17,12,"USC",10-3,16.1,1-1,2-1,1-1,10,52,11
2016-17,13,"Miami",9-4,15.5,0-1,0-1,3-2,8,35,14
2016-17,14,"Penn St",11-3,14.8,2-1,0-1,2-1,13,61,13
2016-17,15,"Virginia Tech",10-4,13.6,0-1,1-1,3-0,10,64,17
2016-17,16,"Oklahoma St",10-3,12.7,0-1,2-0,2-1,16,33,22
2016-17,17,"Washington St",8-5,11.9,0-1,1-1,0-1,11,81,16
2016-17,18,"Stanford",10-3,11.8,0-1,2-2,2-0,5,26,18
2016-17,19,"Texas A&M",8-5,11.5,0-2,2-1,0-1,7,23,19
2016-17,20,"W Kentucky",11-3,11.3,0-1,0-0,1-0,20,65,23
2016-17,21,"Colorado",10-4,11.3,0-2,2-2,1-0,12,84,15
2016-17,22,"W Michigan",13-1,11.2,0-1,0-0,0-0,14,75,20
2016-17,23,"Florida",9-4,10.9,1-2,0-1,1-0,16,43,29
2016-17,24,"Tennessee",9-4,10.7,0-1,2-1,0-0,7,26,24
2016-17,25,"Kansas St",9-4,10.1,0-1,1-2,1-1,16,48,26
2016-17,26,"West Virginia",10-3,9.5,0-1,1-2,2-0,18,37,25
2016-17,27,"Houston",9-4,8.8,2-0,0-0,0-1,7,31,21
2016-17,28,"Pittsburgh",8-5,8.7,1-0,1-3,0-1,26,57,30
2016-17,29,"North Carolina",8-5,8.7,1-0,1-2,1-1,17,40,31
2016-17,30,"Notre Dame",4-8,8.2,0-0,1-3,0-1,7,41,32
2016-17,31,"Temple",10-4,7.5,0-0,0-1,1-1,27,85,28
2016-17,32,"Iowa",8-5,7.2,1-1,0-2,0-0,21,51,27
2016-17,33,"S Florida",11-2,7.1,0-1,0-0,1-1,20,58,37
2016-17,34,"Utah",9-4,6.9,0-1,1-1,1-0,28,56,34
2016-17,35,"BYU",9-4,6.8,0-0,0-0,0-3,30,42,36
2016-17,36,"Mississippi",5-7,6.6,0-3,1-1,1-0,9,41,38
2016-17,37,"Boise St",10-3,6.5,0-0,1-0,1-1,20,38,33
2016-17,38,"NC State",7-6,6.4,0-3,0-1,2-0,31,62,47
2016-17,39,"Memphis",8-5,6.4,0-0,0-1,2-2,19,76,35
2016-17,40,"Baylor",7-6,6.3,0-1,1-1,1-1,12,48,46
2016-17,41,"Tulsa",10-3,6.1,0-1,0-0,1-1,38,87,45
2016-17,42,"Northwestern",7-6,5.9,0-2,0-1,2-0,36,85,40
2016-17,43,"Georgia Tech",9-4,5.8,0-1,1-1,0-2,33,58,44
2016-17,44,"San Diego St",11-3,5.7,0-0,0-0,1-0,34,70,50
2016-17,45,"TCU",6-7,5.3,0-1,0-2,1-1,19,53,41
2016-17,46,"Minnesota",9-4,5.1,0-1,1-1,0-1,43,75,43
2016-17,47,"Nebraska",9-4,4.9,0-2,0-1,0-1,15,47,39
2016-17,48,"Navy",9-5,4.6,0-0,0-0,3-2,31,67,42
2016-17,49,"Georgia",8-5,4.1,0-0,1-2,1-1,11,54,53
2016-17,50,"Texas",5-7,3.8,0-1,0-2,2-1,24,54,52
2016-17,51,"Toledo",9-4,3.7,0-0,0-1,0-1,26,64,48
2016-17,52,"Arkansas",7-6,3.6,0-2,1-3,1-0,31,54,51
2016-17,53,"UCLA",4-8,3.3,0-0,0-5,1-1,17,53,49
2016-17,54,"App State",10-3,3.0,0-0,0-2,0-0,36,69,57
2016-17,55,"Michigan St",3-9,2.1,0-3,0-1,1-1,22,69,55
2016-17,56,"Vanderbilt",6-7,2.1,0-0,2-2,1-1,41,70,54
2016-17,57,"Texas Tech",5-7,1.9,0-1,0-2,1-1,28,61,58
2016-17,58,"Mississippi St",6-7,1.7,0-2,1-1,1-1,26,66,56
2016-17,59,"Louisiana Tech",9-5,1.4,0-0,1-1,0-0,57,94,61
2016-17,60,"Oregon",4-8,0.6,0-1,0-4,1-0,15,62,59
2016-17,61,"California",5-7,0.2,0-1,0-3,1-0,51,69,62
2016-17,62,"Indiana",6-7,0.1,0-2,0-1,0-1,59,74,63
2016-17,63,"Missouri",4-8,-0.1,0-1,0-2,0-1,21,68,64
2016-17,64,"Air Force",10-3,-0.2,0-0,0-0,1-0,52,85,69
2016-17,65,"Troy",10-3,-0.3,0-1,0-0,0-0,43,92,68
2016-17,66,"Wake Forest",7-6,-0.3,0-3,0-0,1-1,54,80,72
2016-17,67,"Duke",4-8,-0.4,0-1,0-2,2-1,40,76,67
2016-17,68,"UCF",6-7,-0.9,0-1,0-0,0-3,54,101,60
2016-17,69,"Kentucky",7-6,-1.0,1-1,0-2,0-0,65,98,65
2016-17,70,"Iowa St",3-9,-1.3,0-1,0-2,0-3,62,104,71
2016-17,71,"Oregon St",4-8,-1.7,0-1,0-3,0-2,69,91,70
2016-17,72,"Colorado St",7-6,-2.0,0-0,0-1,0-1,64,110,66
2016-17,73,"Arizona St",5-7,-2.6,0-1,0-3,0-1,40,73,73
2016-17,74,"Army",8-5,-3.2,0-0,0-0,1-1,47,97,75
2016-17,75,"Maryland",6-7,-3.5,0-2,0-1,0-0,34,75,74
2016-17,76,"South Carolina",6-7,-3.6,0-1,1-2,0-1,38,78,76
2016-17,77,"Wyoming",8-6,-3.9,0-0,0-0,1-1,73,104,77
2016-17,78,"Boston College",7-6,-4.2,0-3,0-1,1-0,48,91,80
2016-17,79,"Arkansas St",8-5,-4.5,0-0,0-1,0-0,77,110,81
2016-17,80,"N Illinois",5-7,-4.9,0-0,0-1,0-1,62,97,78
2016-17,81,"Georgia So",5-7,-5.8,0-0,0-1,0-1,27,85,82
2016-17,82,"Old Dominion",10-3,-6.1,0-0,0-1,0-1,82,113,83
2016-17,83,"Syracuse",4-8,-6.3,0-3,1-0,0-4,59,88,84
2016-17,84,"New Mexico",9-4,-6.9,0-0,0-0,0-1,83,109,85
2016-17,85,"Middle Tenn",8-5,-7.0,0-0,0-1,0-0,62,86,79
2016-17,86,"Virginia",2-10,-7.1,0-1,0-2,0-2,70,99,87
2016-17,87,"Southern Miss",7-6,-7.3,0-1,0-0,0-0,65,95,91
2016-17,88,"Utah St",3-9,-7.4,0-0,0-1,0-2,61,90,90
2016-17,89,"Ohio",8-6,-7.4,0-0,0-2,0-0,87,109,89
2016-17,90,"Arizona",3-9,-7.6,0-1,0-4,0-2,35,91,86
2016-17,91,"Cincinnati",4-8,-8.5,0-0,0-0,0-5,56,95,92
2016-17,92,"SMU",5-7,-8.8,0-0,0-0,1-4,82,101,93
2016-17,93,"E Carolina",3-9,-9.2,0-0,0-1,1-2,63,95,94
2016-17,94,"C Michigan",6-7,-9.3,0-0,1-1,0-0,45,95,88
2016-17,95,"Illinois",3-9,-9.6,0-2,0-1,0-2,71,95,95
2016-17,96,"Tulane",4-8,-9.9,0-0,0-0,0-3,90,115,96
2016-17,97,"UTSA",6-7,-10.3,0-0,0-1,0-0,96,124,97
2016-17,98,"Idaho",9-4,-10.8,0-1,0-1,0-0,98,128,99
2016-17,99,"E Michigan",7-6,-11.0,0-0,0-1,0-0,96,123,98
2016-17,100,"Miami OH",6-7,-11.6,0-0,0-1,0-1,99,121,100
2016-17,101,"Louisiana",6-7,-12.3,0-0,0-0,0-1,100,117,101
2016-17,102,"Ball St",4-8,-12.7,0-0,0-1,0-0,86,105,102
2016-17,103,"Nevada",5-7,-13.0,0-0,0-0,0-1,92,115,104
2016-17,104,"Purdue",3-9,-13.3,0-1,0-1,0-1,87,110,103
2016-17,105,"S Alabama",6-7,-13.9,0-0,0-0,0-0,98,118,105
2016-17,106,"San Jose St",4-8,-14.0,0-0,0-0,0-2,82,118,108
2016-17,107,"Kent St",3-9,-14.1,0-1,0-2,0-0,98,111,106
2016-17,108,"Akron",5-7,-14.2,0-1,0-1,0-0,89,111,107
2016-17,109,"UNLV",4-8,-14.5,0-0,0-0,0-1,91,111,110
2016-17,110,"UConn",3-9,-14.9,0-0,0-0,0-3,79,111,109
2016-17,111,"Kansas",2-10,-15.2,0-1,0-2,0-3,101,118,113
2016-17,112,"Rutgers",2-10,-15.3,0-3,0-1,0-1,80,113,111
2016-17,113,"Marshall",3-9,-15.4,0-1,0-1,0-1,29,113,112
2016-17,114,"Hawai'i",7-7,-15.4,0-1,0-0,0-1,106,125,117
2016-17,115,"Georgia St",3-9,-15.6,0-1,0-0,0-0,98,120,114
2016-17,116,"N Texas",5-8,-16.4,0-0,0-2,0-0,99,125,116
2016-17,117,"Bowling Green",4-8,-16.8,0-1,0-0,0-1,77,124,115
2016-17,118,"Fresno St",1-11,-18.7,0-0,0-0,0-0,104,119,118
2016-17,119,"UMass",2-10,-19.1,0-0,0-1,0-1,116,126,120
2016-17,120,"Florida Intl",4-8,-19.2,0-0,0-1,0-0,114,125,119
2016-17,121,"Rice",3-9,-19.7,0-0,0-2,0-1,109,124,121
2016-17,122,"Charlotte",4-8,-20.8,0-1,0-0,0-1,119,128,122
2016-17,123,"Florida Atlantic",3-9,-21.1,0-0,0-3,0-0,105,124,123
2016-17,124,"UTEP",4-8,-21.4,0-0,0-0,0-0,114,128,124
2016-17,125,"New Mexico St",3-9,-21.8,0-0,0-1,0-0,125,128,125
2016-17,126,"UL Monroe",4-8,-22.5,0-1,0-1,0-0,112,127,126
2016-17,127,"Buffalo",2-10,-23.6,0-0,0-1,0-0,110,127,127
2016-17,128,"Texas St",2-10,-30.6,0-0,0-0,0-1,115,128,128
2017-18,1,"Alabama",12-1,29.6,1-1,3-0,0-0,1,2,1
2017-18,2,"Ohio St",12-2,27.4,2-1,2-1,1-0,1,4,2
2017-18,3,"Penn St",11-2,26.6,1-1,3-0,0-1,3,11,3
2017-18,4,"Clemson",12-2,24.3,1-1,4-0,4-0,2,7,4
2017-18,5,"Georgia",13-1,24.0,3-1,1-0,1-0,5,20,8
2017-18,6,"Oklahoma",12-2,23.4,1-1,4-0,1-1,1,10,6
2017-18,7,"Wisconsin",13-1,22.6,0-1,4-0,1-0,4,15,7
2017-18,8,"Auburn",10-4,21.3,2-2,1-2,0-0,5,16,5
2017-18,9,"Washington",10-3,20.3,0-1,0-1,3-0,4,14,9
2017-18,10,"Notre Dame",10-3,18.4,0-1,2-2,4-0,4,22,11
2017-18,11,"Oklahoma St",10-3,18.3,0-1,2-1,1-1,4,15,12
2017-18,12,"TCU",11-3,17.5,0-2,3-0,1-1,6,18,10
2017-18,13,"UCF",13-0,15.3,1-0,0-0,3-0,13,68,15
2017-18,14,"Stanford",9-5,15.0,2-0,0-3,2-1,3,16,13
2017-18,15,"Iowa",8-5,13.8,1-2,0-1,2-2,15,37,17
2017-18,16,"USC",11-3,13.3,0-2,3-0,1-1,6,20,18
2017-18,17,"Virginia Tech",9-4,13.1,0-1,0-2,2-1,13,35,16
2017-18,18,"Louisville",8-5,13.1,0-1,1-1,1-3,12,30,19
2017-18,19,"Mississippi St",9-4,12.8,0-3,2-0,0-0,10,43,21
2017-18,20,"Florida St",7-6,12.5,0-2,0-2,2-2,3,30,24
2017-18,21,"Miami",10-3,12.4,1-2,2-0,2-0,13,39,14
2017-18,22,"LSU",9-4,12.3,1-2,0-1,0-0,9,38,22
2017-18,23,"Michigan",8-5,12.3,0-3,0-0,1-1,10,23,20
2017-18,24,"Texas",7-6,11.6,0-1,0-3,2-0,17,46,25
2017-18,25,"Northwestern",10-3,11.2,0-2,1-0,2-1,23,56,23
2017-18,26,"NC State",9-4,11.1,0-2,2-0,1-1,21,46,28
2017-18,27,"Wake Forest",8-5,10.7,0-2,1-1,2-2,21,63,26
2017-18,28,"Iowa St",8-5,10.4,1-0,1-3,1-1,21,80,27
2017-18,29,"Michigan St",10-3,9.5,1-2,2-1,1-0,28,60,32
2017-18,30,"Memphis",10-3,8.8,0-0,0-2,0-1,29,73,29
2017-18,31,"Kansas St",8-5,8.3,0-1,1-2,1-0,16,36,34
2017-18,32,"Boston College",7-6,7.6,0-2,2-2,0-2,31,88,33
2017-18,33,"Oregon",7-6,7.3,0-1,0-1,1-2,17,47,31
2017-18,34,"Utah",7-6,7.2,0-1,0-2,0-2,30,54,36
2017-18,35,"Boise St",11-3,7.1,0-0,0-0,1-1,31,63,35
2017-18,36,"Duke",7-6,7.0,0-0,1-3,2-0,21,55,40
2017-18,37,"Washington St",9-4,6.9,0-1,2-0,3-1,19,38,30
2017-18,38,"Georgia Tech",5-6,6.6,0-2,1-1,1-1,22,41,37
2017-18,39,"Purdue",7-6,6.5,0-1,1-3,0-0,35,95,39
2017-18,40,"S Florida",10-2,6.2,0-0,0-1,0-0,23,49,41
